ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10312,25,44.21,9,1105.25,21-10-2019,717,Shipped,Vintage Cars,53,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,2138.72,2029.36,Logistics
10322,41,57.68,5,2364.88,04-11-2019,704,Shipped,Vintage Cars,53,S18_1367,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Small,4523.12,1413.6,Marketing
10332,27,89.89,16,2427.03,17-11-2019,692,Shipped,Vintage Cars,53,S18_1367,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Small,3538.91,1885.96,Utilities
10347,21,58.95,7,1237.95,29-11-2019,681,Shipped,Vintage Cars,53,S18_1367,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Small,1962.75,1720.65,Raw Materials
10356,22,72.41,6,1593.02,09-12-2019,672,Shipped,Vintage Cars,53,S18_1367,Lyon Souveniers,Paris,France,Da Cunha,Daniel,Small,2809.66,1133.42,Marketing
10369,32,98.63,7,3156.16,20-01-2020,631,Shipped,Vintage Cars,53,S18_1367,Collectables For Less Inc.,Brickhaven,USA,Nelson,Allen,Medium,2124.38,1614.5,Utilities
10391,42,119,3,4998,09-03-2020,583,Shipped,Vintage Cars,53,S18_1367,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,1617.2,571.05,Marketing
10422,25,51.75,1,1293.75,30-05-2020,502,In Process,Vintage Cars,53,S18_1367,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Small,3926.18,1801.62,Marketing
10110,37,146.84,16,5433.08,18-03-2018,1307,Shipped,Classic Cars,124,S18_1589,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Medium,4909.42,1649.08,Logistics
10123,26,118.22,2,3073.72,20-05-2018,1245,Shipped,Classic Cars,124,S18_1589,Atelier graphique,Nantes,France,Schmitt,Carine,Medium,1601.43,1819.33,Raw Materials
10137,44,99.55,2,4380.2,10-07-2018,1195,Shipped,Classic Cars,124,S18_1589,Reims Collectables,Reims,France,Henriot,Paul,Medium,3562.97,2029.06,Marketing
10148,47,124.44,9,5848.68,11-09-2018,1133,Shipped,Classic Cars,124,S18_1589,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,2349.36,1683.81,Raw Materials
10161,43,143.11,8,6153.73,17-10-2018,1098,Shipped,Classic Cars,124,S18_1589,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Medium,2512.87,1574.04,Marketing
10172,42,118.22,6,4965.24,05-11-2018,1080,Shipped,Classic Cars,124,S18_1589,Gift Depot Inc.,Bridgewater,USA,King,Julie,Medium,2407.61,1059.47,Utilities
10181,42,129.42,2,5435.64,12-11-2018,1074,Shipped,Classic Cars,124,S18_1589,Herkku Gifts,Bergen,Norway,Oeztan,Veysel,Medium,2136.01,1143.89,Raw Materials
10192,29,146.84,7,4258.36,20-11-2018,1067,Shipped,Classic Cars,124,S18_1589,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Medium,3048.52,2093.37,Utilities
10204,40,100.8,13,4032,02-12-2018,1056,Shipped,Classic Cars,124,S18_1589,Muscle Machine Inc,NYC,USA,Young,Jeff,Medium,2169.05,2218.17,Logistics
10212,38,118.22,6,4492.36,16-01-2019,1012,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3270.46,1380.94,Salaries
10226,38,109.51,4,4161.38,26-02-2019,972,Shipped,Classic Cars,124,S18_1589,Collectable Mini Designs Co.,San Diego,USA,Thompson,Valarie,Medium,2949.76,1523,Salaries
10241,21,119.46,11,2508.66,13-04-2019,927,Shipped,Classic Cars,124,S18_1589,Mini Caravy,Strasbourg,France,Citeaux,Frederique,Small,2761.05,1047.69,Logistics
10253,24,140.62,1,3374.88,01-06-2019,879,Cancelled,Classic Cars,124,S18_1589,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Medium,2092.44,2086.38,Logistics
10266,36,144.35,2,5196.6,06-07-2019,845,Shipped,Classic Cars,124,S18_1589,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Medium,2423.23,1832.71,Marketing
10278,23,113.24,2,2604.52,06-08-2019,815,Shipped,Classic Cars,124,S18_1589,Signal Gift Stores,Las Vegas,USA,King,Sue,Small,3755.39,2470.61,Salaries
10288,20,146.84,14,2936.8,01-09-2019,790,Shipped,Classic Cars,124,S18_1589,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Small,3500.92,1060.84,Utilities
10301,32,107.02,4,3424.64,05-10-2018,1122,Shipped,Classic Cars,124,S18_1589,"Norway Gifts By Mail, Co.",Oslo,Norway,Klaeboe,Jan,Medium,2022.44,1311,Raw Materials
10311,29,100.8,9,2923.2,16-10-2019,747,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,3099.33,1615.72,Marketing
10321,44,102.04,6,4489.76,04-11-2019,729,Shipped,Classic Cars,124,S18_1589,FunGiftIdeas.com,New Bedford,USA,Benitez,Violeta,Medium,3751.39,1823.24,Utilities
10331,44,110.21,14,4849.24,17-11-2019,717,Shipped,Classic Cars,124,S18_1589,Motor Mint Distributors Inc.,Philadelphia,USA,Hernandez,Rosa,Medium,1330.59,1392.17,Raw Materials
10343,36,162.47,4,5848.92,24-11-2019,711,Shipped,Classic Cars,124,S18_1589,Reims Collectables,Reims,France,Henriot,Paul,Medium,3543.36,1063.52,Marketing
10367,49,56.3,1,2758.7,12-01-2020,663,Resolved,Classic Cars,124,S18_1589,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Small,2337.38,1940.7,Salaries
10378,34,42.64,5,1449.76,10-02-2020,635,Shipped,Classic Cars,124,S18_1589,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,3570.6,1860.57,Raw Materials
10407,59,119.46,11,7048.14,22-04-2020,564,On Hold,Classic Cars,124,S18_1589,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Large,2236.74,1041.86,Logistics
10419,37,140.62,1,5202.94,17-05-2020,540,Shipped,Classic Cars,124,S18_1589,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Medium,1195.12,2177.72,Salaries
10106,36,146.65,12,5279.4,17-02-2018,1361,Shipped,Planes,157,S18_1662,Rovelli Gifts,Bergamo,Italy,Rovelli,Giovanni,Medium,1372.46,2085.1,Utilities
10119,43,160.84,3,6916.12,28-04-2018,1292,Shipped,Planes,157,S18_1662,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Medium,3048.08,1567.15,Raw Materials
10131,21,132.46,4,2781.66,16-06-2018,1244,Shipped,Planes,157,S18_1662,Gift Ideas Corp.,Glendale,USA,Lewis,Dan,Small,3259.72,1539.8,Salaries
10143,32,164,7,5248,10-08-2018,1190,Shipped,Planes,157,S18_1662,Mini Creations Ltd.,New Bedford,USA,Tam,Wing C,Medium,2095.68,1777.03,Logistics
10155,38,171.88,5,6531.44,06-10-2018,1134,Shipped,Planes,157,S18_1662,"Toys of Finland, Co.",Helsinki,Finland,Karttunen,Matti,Medium,3638.59,1069.15,Salaries
10167,43,134.04,1,5763.72,23-10-2018,1118,Cancelled,Planes,157,S18_1662,Scandinavian Gift Ideas,Boras,Sweden,Larsson,Maria,Medium,1338.48,1515.02,Salaries
10178,42,154.54,4,6490.68,08-11-2018,1103,Shipped,Planes,157,S18_1662,Alpha Cognac,Toulouse,France,Roulet,Annette,Medium,2933.92,423.81,Salaries
10186,32,187.65,1,6004.8,14-11-2018,1098,Shipped,Planes,157,S18_1662,"Double Decker Gift Stores, Ltd",London,UK,Hardy,Thomas,Medium,1788.98,1938.23,Utilities
10198,42,178.19,4,7483.98,27-11-2018,1086,Shipped,Planes,157,S18_1662,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Large,2348.16,719.25,Marketing
10210,31,184.5,17,5719.5,12-01-2019,1041,Shipped,Planes,157,S18_1662,Osaka Souveniers Co.,Osaka,Japan,Kentary,Mory,Medium,3047.4,2251.71,Salaries
10222,49,141.92,4,6954.08,19-02-2019,1004,Shipped,Planes,157,S18_1662,Collectable Mini Designs Co.,San Diego,USA,Thompson,Valarie,Medium,2139.59,1334.94,Salaries
10250,45,181.34,14,8160.3,11-05-2019,924,Shipped,Planes,157,S18_1662,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Large,2615.44,1394.17,Marketing
10262,49,134.04,9,6567.96,24-06-2019,881,Cancelled,Planes,157,S18_1662,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,4006.29,1186.13,Raw Materials
10274,41,164,1,6724,21-07-2019,855,Shipped,Planes,157,S18_1662,Collectables For Less Inc.,Brickhaven,USA,Nelson,Allen,Medium,2423.11,1355.98,Raw Materials
10284,45,127.73,11,5747.85,21-08-2019,825,Shipped,Planes,157,S18_1662,"Norway Gifts By Mail, Co.",Oslo,Norway,Klaeboe,Jan,Medium,3835.69,2209.27,Marketing
10296,36,157.69,7,5676.84,15-09-2019,801,Shipped,Planes,157,S18_1662,"Bavarian Collectables Imports, Co.",Munich,Germany,Donnermeyer,Michael,Medium,1870.29,256.1,Salaries
10307,39,189.23,1,7379.97,14-10-2019,773,Shipped,Planes,157,S18_1662,"Classic Gift Ideas, Inc",Philadelphia,USA,Cervantes,Francisca,Large,3529.8,2138.48,Marketing
10316,27,137.19,9,3704.13,01-11-2019,756,Shipped,Planes,157,S18_1662,giftsbymail.co.uk,Cowes,UK,Bennett,Helen,Medium,4441.57,1669.01,Logistics
10327,25,112.19,6,2804.75,10-11-2019,748,Resolved,Planes,157,S18_1662,Danish Wholesale Imports,Kobenhavn,Denmark,Petersen,Jytte,Small,528.36,896.49,Marketing
10338,41,137.19,1,5624.79,22-11-2019,737,Shipped,Planes,157,S18_1662,Royale Belge,Charleroi,Belgium,Cartrain,Pascale,Medium,2203.1,962.34,Logistics
10351,39,99.52,1,3881.28,03-12-2019,727,Shipped,Planes,157,S18_1662,"Stylish Desk Decors, Co.",London,UK,Brown,Ann,Medium,3577.07,2338.2,Utilities
10373,28,57.55,4,1611.4,31-01-2020,669,Shipped,Planes,157,S18_1662,"Oulu Toy Supplies, Inc.",Oulu,Finland,Koskitalo,Pirkko,Small,2796.95,1027.25,Marketing
10386,25,54.57,7,1364.25,01-03-2020,640,Resolved,Planes,157,S18_1662,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,3371.15,923.32,Logistics
10398,33,127.73,11,4215.09,30-03-2020,612,Shipped,Planes,157,S18_1662,Reims Collectables,Reims,France,Henriot,Paul,Medium,2396.01,2068.66,Raw Materials
10400,34,189.23,1,6433.82,01-04-2020,611,Shipped,Planes,157,S18_1662,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Medium,3086.59,1669.28,Raw Materials
10416,24,181.34,14,4352.16,10-05-2020,573,Shipped,Planes,157,S18_1662,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Medium,2844.32,1031.04,Salaries
10100,30,171.7,3,5151,06-01-2018,1429,Shipped,Vintage Cars,170,S18_1749,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Medium,4167.78,1608.31,Utilities
10110,42,144.5,7,6069,18-03-2018,1359,Shipped,Vintage Cars,170,S18_1749,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Medium,3254.42,987.12,Salaries
10124,21,136,6,2856,21-05-2018,1296,Shipped,Vintage Cars,170,S18_1749,Signal Gift Stores,Las Vegas,USA,King,Sue,Small,3337.6,2050.41,Utilities
10149,34,158.1,11,5375.4,12-09-2018,1183,Shipped,Vintage Cars,170,S18_1749,Signal Collectibles Ltd.,Brisbane,USA,Taylor,Sue,Medium,2588.12,2030.69,Raw Materials
10173,24,146.2,13,3508.8,05-11-2018,1130,Shipped,Vintage Cars,170,S18_1749,Rovelli Gifts,Bergamo,Italy,Rovelli,Giovanni,Medium,2512.39,1766,Logistics
10182,44,171.7,10,7554.8,12-11-2018,1124,Shipped,Vintage Cars,170,S18_1749,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Large,2567.44,1680.83,Salaries
10193,21,149.6,14,3141.6,21-11-2018,1116,Shipped,Vintage Cars,170,S18_1749,"Australian Collectables, Ltd",Glen Waverly,Australia,Connery,Sean,Medium,3394.45,2380.59,Marketing
10204,33,178.5,4,5890.5,02-12-2018,1106,Shipped,Vintage Cars,170,S18_1749,Muscle Machine Inc,NYC,USA,Young,Jeff,Medium,2579.02,1499.84,Marketing
10214,30,198.9,7,5967,26-01-2019,1052,Shipped,Vintage Cars,170,S18_1749,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Medium,3289.77,909.06,Utilities
10227,26,142.8,10,3712.8,02-03-2019,1018,Shipped,Vintage Cars,170,S18_1749,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Medium,5075.4,1724.74,Salaries
10241,41,185.3,2,7597.3,13-04-2019,977,Shipped,Vintage Cars,170,S18_1749,Mini Caravy,Strasbourg,France,Citeaux,Frederique,Large,3871.12,2543.02,Utilities
10280,26,141.1,16,3668.6,17-08-2019,852,Shipped,Vintage Cars,170,S18_1749,Amica Models & Co.,Torino,Italy,Accorti,Paolo,Medium,2673.98,992.62,Utilities
10288,32,183.6,5,5875.2,01-09-2019,838,Shipped,Vintage Cars,170,S18_1749,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Medium,4201.21,1319.27,Marketing
10302,43,170,1,7310,06-10-2018,1169,Shipped,Vintage Cars,170,S18_1749,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Large,2591.92,1708.22,Marketing
10312,48,168.3,17,8078.4,21-10-2019,790,Shipped,Vintage Cars,170,S18_1749,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Large,961.88,1473.05,Utilities
10331,44,74.04,7,3257.76,17-11-2019,764,Shipped,Vintage Cars,170,S18_1749,Motor Mint Distributors Inc.,Philadelphia,USA,Hernandez,Rosa,Medium,1991.91,1008.85,Raw Materials
10344,45,170,1,7650,25-11-2019,757,Shipped,Vintage Cars,170,S18_1749,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Large,1129.21,2060.93,Utilities
10367,37,127.13,3,4703.81,12-01-2020,710,Resolved,Vintage Cars,170,S18_1749,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Medium,2648.49,2660.02,Marketing
10379,39,138.45,2,5399.55,10-02-2020,682,Shipped,Vintage Cars,170,S18_1749,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3018.42,1598.07,Salaries
10407,76,185.3,2,14082.8,22-04-2020,611,On Hold,Vintage Cars,170,S18_1749,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Large,4676.44,1047.97,Utilities
10420,37,142.8,5,5283.6,29-05-2020,575,In Process,Vintage Cars,170,S18_1749,Souveniers And Things Co.,Chatswood,Australia,Huxley,Adrian,Medium,3326.93,725.52,Raw Materials
10108,38,82.39,2,3130.82,03-03-2018,1394,Shipped,Classic Cars,77,S18_1889,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Medium,2780.9,1628.99,Salaries
10122,43,72.38,6,3112.34,08-05-2018,1329,Shipped,Classic Cars,77,S18_1889,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Medium,3829.41,2051.94,Utilities
10135,48,79.31,3,3806.88,02-07-2018,1275,Shipped,Classic Cars,77,S18_1889,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,788.86,1737.58,Marketing
10147,26,82.39,3,2142.14,05-09-2018,1211,Shipped,Classic Cars,77,S18_1889,Collectables For Less Inc.,Brickhaven,USA,Nelson,Allen,Small,3235.61,1498.8,Salaries
10170,20,63.14,2,1262.8,04-11-2018,1152,Shipped,Classic Cars,77,S18_1889,Mini Auto Werke,Graz,Austria,Mendel,Roland,Small,3770.87,1205.36,Raw Materials
10181,22,73.92,10,1626.24,12-11-2018,1145,Shipped,Classic Cars,77,S18_1889,Herkku Gifts,Bergen,Norway,Oeztan,Veysel,Small,1521.41,953.92,Salaries
10192,45,90.86,15,4088.7,20-11-2018,1138,Shipped,Classic Cars,77,S18_1889,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Medium,4143.75,1917.38,Utilities
10203,45,85.47,4,3846.15,02-12-2018,1127,Shipped,Classic Cars,77,S18_1889,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3338.5,1956.89,Raw Materials
10212,20,66.99,14,1339.8,16-01-2019,1083,Shipped,Classic Cars,77,S18_1889,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2584.71,727.14,Logistics
10225,47,64.68,5,3039.96,22-02-2019,1047,Shipped,Classic Cars,77,S18_1889,"Vida Sport, Ltd",Gensve,Switzerland,Holz,Michael,Medium,3632.78,2294.92,Logistics
10239,46,73.92,4,3400.32,12-04-2019,999,Shipped,Classic Cars,77,S18_1889,"Oulu Toy Supplies, Inc.",Oulu,Finland,Koskitalo,Pirkko,Medium,5270.69,1787.04,Marketing
10253,23,83.93,9,1930.39,01-06-2019,950,Cancelled,Classic Cars,77,S18_1889,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Small,3181.87,2199.8,Logistics
10266,33,74.69,10,2464.77,06-07-2019,916,Shipped,Classic Cars,77,S18_1889,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Small,3248.22,828.94,Raw Materials
10278,29,90.86,10,2634.94,06-08-2019,886,Shipped,Classic Cars,77,S18_1889,Signal Gift Stores,Las Vegas,USA,King,Sue,Small,2540.64,817.09,Logistics
10287,44,82.39,8,3625.16,30-08-2019,863,Shipped,Classic Cars,77,S18_1889,"Vida Sport, Ltd",Gensve,Switzerland,Holz,Michael,Medium,2150.16,1425.52,Salaries
10300,41,92.4,1,3788.4,04-10-2018,1194,Shipped,Classic Cars,77,S18_1889,"Blauer See Auto, Co.",Frankfurt,Germany,Keitel,Roland,Medium,3830.34,1751.39,Marketing
10310,20,91.63,6,1832.6,16-10-2019,818,Shipped,Classic Cars,77,S18_1889,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Small,2143.92,2398.18,Salaries
10321,37,78.54,14,2905.98,04-11-2019,800,Shipped,Classic Cars,77,S18_1889,FunGiftIdeas.com,New Bedford,USA,Benitez,Violeta,Small,3071.57,1853.04,Utilities
10329,29,101.89,9,2954.81,15-11-2019,790,Shipped,Classic Cars,77,S18_1889,Land of Toys Inc.,NYC,USA,Yu,Kwai,Small,2522.34,1378.66,Marketing
10342,55,65.45,1,3599.75,24-11-2019,782,Shipped,Classic Cars,77,S18_1889,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Medium,3478.98,986.82,Salaries
10363,22,167.57,7,3686.54,06-01-2020,740,Shipped,Classic Cars,77,S18_1889,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Medium,3333.66,2115,Salaries
10377,31,67.76,4,2100.56,09-02-2020,707,Shipped,Classic Cars,77,S18_1889,"Toys of Finland, Co.",Helsinki,Finland,Karttunen,Matti,Small,4037.54,1017.65,Logistics
10389,49,79.22,3,3881.78,03-03-2020,685,Shipped,Classic Cars,77,S18_1889,Scandinavian Gift Ideas,Boras,Sweden,Larsson,Maria,Medium,2489.98,2314.23,Salaries
10405,61,73.92,4,4509.12,14-04-2020,644,Shipped,Classic Cars,77,S18_1889,Mini Caravy,Strasbourg,France,Citeaux,Frederique,Medium,2730.13,1357.81,Logistics
10419,39,83.93,9,3273.27,17-05-2020,612,Shipped,Classic Cars,77,S18_1889,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Medium,2021.24,2295.29,Marketing
10109,38,116.65,3,4432.7,10-03-2018,1412,Shipped,Classic Cars,142,S18_1984,Motor Mint Distributors Inc.,Philadelphia,USA,Hernandez,Rosa,Medium,2555.71,1839.47,Marketing
10122,31,132.29,1,4100.99,08-05-2018,1354,Shipped,Classic Cars,142,S18_1984,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Medium,3377.3,1431.5,Salaries
10136,36,146.52,1,5274.72,04-07-2018,1298,Shipped,Classic Cars,142,S18_1984,Alpha Cognac,Toulouse,France,Roulet,Annette,Medium,3756.99,1240.3,Salaries
10148,25,169.28,12,4232,11-09-2018,1230,Shipped,Classic Cars,142,S18_1984,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,2077.83,1329.55,Marketing
10161,48,128.03,11,6145.44,17-10-2018,1195,Shipped,Classic Cars,142,S18_1984,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Medium,3869.61,1714.16,Utilities
10171,35,133.72,1,4680.2,05-11-2018,1177,Shipped,Classic Cars,142,S18_1984,Quebec Home Shopping Network,Montreal,Canada,Fresnisre,Jean,Medium,4355.64,1538.58,Salaries
10181,21,156.48,5,3286.08,12-11-2018,1171,Shipped,Classic Cars,142,S18_1984,Herkku Gifts,Bergen,Norway,Oeztan,Veysel,Medium,3413.43,1203.09,Raw Materials
10192,47,157.9,10,7421.3,20-11-2018,1164,Shipped,Classic Cars,142,S18_1984,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Large,4876.8,1417.18,Utilities
10204,38,169.28,16,6432.64,02-12-2018,1153,Shipped,Classic Cars,142,S18_1984,Muscle Machine Inc,NYC,USA,Young,Jeff,Medium,2226.21,1539.29,Salaries
10212,41,118.07,9,4840.87,16-01-2019,1109,Shipped,Classic Cars,142,S18_1984,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,1755.35,435.63,Utilities
10226,24,162.17,7,3892.08,26-02-2019,1069,Shipped,Classic Cars,142,S18_1984,Collectable Mini Designs Co.,San Diego,USA,Thompson,Valarie,Medium,1221.28,1729.08,Utilities
10240,37,149.36,2,5526.32,13-04-2019,1024,Shipped,Classic Cars,142,S18_1984,Osaka Souveniers Co.,Osaka,Japan,Kentary,Mory,Medium,4496.04,1010.14,Utilities
10253,33,135.14,4,4459.62,01-06-2019,976,Cancelled,Classic Cars,142,S18_1984,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Medium,3654.37,923.33,Utilities
10266,49,126.6,5,6203.4,06-07-2019,942,Shipped,Classic Cars,142,S18_1984,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Medium,2944.42,656.33,Logistics
10278,29,129.45,5,3754.05,06-08-2019,912,Shipped,Classic Cars,142,S18_1984,Signal Gift Stores,Las Vegas,USA,King,Sue,Medium,3279.97,603.05,Logistics
10287,24,146.52,3,3516.48,30-08-2019,889,Shipped,Classic Cars,142,S18_1984,"Vida Sport, Ltd",Gensve,Switzerland,Holz,Michael,Medium,1874.51,822.28,Logistics
10301,47,159.32,7,7488.04,05-10-2018,1219,Shipped,Classic Cars,142,S18_1984,"Norway Gifts By Mail, Co.",Oslo,Norway,Klaeboe,Jan,Large,5445.75,1145.49,Logistics
10310,24,143.67,1,3448.08,16-10-2019,844,Shipped,Classic Cars,142,S18_1984,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Medium,3129.22,2476.63,Utilities
10321,25,149.36,9,3734,04-11-2019,826,Shipped,Classic Cars,142,S18_1984,FunGiftIdeas.com,New Bedford,USA,Benitez,Violeta,Medium,3109.39,1237.06,Marketing
10331,30,32.47,8,974.1,17-11-2019,814,Shipped,Classic Cars,142,S18_1984,Motor Mint Distributors Inc.,Philadelphia,USA,Hernandez,Rosa,Small,3725.77,1588.88,Salaries
10342,22,143.67,3,3160.74,24-11-2019,808,Shipped,Classic Cars,142,S18_1984,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Medium,3481.01,1700.24,Salaries
10356,27,64.69,2,1746.63,09-12-2019,794,Shipped,Classic Cars,142,S18_1984,Lyon Souveniers,Paris,France,Da Cunha,Daniel,Small,3223.88,1565.53,Utilities
10366,34,123.76,3,4207.84,10-01-2020,763,Shipped,Classic Cars,142,S18_1984,Royale Belge,Charleroi,Belgium,Cartrain,Pascale,Medium,2209.53,1461.28,Raw Materials
10377,36,120.91,6,4352.76,09-02-2020,734,Shipped,Classic Cars,142,S18_1984,"Toys of Finland, Co.",Helsinki,Finland,Karttunen,Matti,Medium,3471.47,902.35,Utilities
10390,34,43.05,15,1463.7,04-03-2020,711,Shipped,Classic Cars,142,S18_1984,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,4882.02,2225.46,Utilities
10406,48,149.36,2,7169.28,15-04-2020,670,Disputed,Classic Cars,142,S18_1984,Danish Wholesale Imports,Kobenhavn,Denmark,Petersen,Jytte,Large,4345.42,2403.6,Raw Materials
10419,34,135.14,4,4594.76,17-05-2020,639,Shipped,Classic Cars,142,S18_1984,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Medium,4593.19,658.67,Utilities
10104,24,144.08,8,3457.92,31-01-2018,1477,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2488.78,987.99,Salaries
10115,46,160.46,4,7381.16,04-04-2018,1415,Shipped,Classic Cars,163,S18_2238,Classic Legends Inc.,NYC,USA,Hernandez,Maria,Large,2010.4,1360.09,Utilities
10127,45,158.82,10,7146.9,03-06-2018,1356,Shipped,Classic Cars,163,S18_2238,Muscle Machine Inc,NYC,USA,Young,Jeff,Large,2874.21,1017.73,Raw Materials
10141,39,152.27,4,5938.53,01-08-2018,1298,Shipped,Classic Cars,163,S18_2238,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Medium,3055.72,1752.98,Utilities
10151,43,165.37,2,7110.91,21-09-2018,1248,Shipped,Classic Cars,163,S18_2238,"Oulu Toy Supplies, Inc.",Oulu,Finland,Koskitalo,Pirkko,Large,4094.19,1135.86,Raw Materials
10165,29,173.55,11,5032.95,22-10-2018,1218,Shipped,Classic Cars,163,S18_2238,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Medium,1307.54,2582.53,Marketing
10176,20,183.38,10,3667.6,06-11-2018,1204,Shipped,Classic Cars,163,S18_2238,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Medium,4529.55,2095.27,Marketing
